id,y
750000,0.003945428706484047
750001,0.0722207373529319
750002,0.0002583806879945122
750003,3.970026132566245e-05
750004,0.008592039707434227
750005,0.0007942458002441879
750006,0.4438162380613868
750007,0.5618909461235719
750008,0.0028650030678672345
750009,0.28505014985199273
750010,6.990409599105004e-05
750011,0.009769546585162077
750012,0.27380969839436137
750013,0.00014958162975541234
750014,0.16985461369012678
750015,0.025288693543297738
750016,2.341849199707958e-05
750017,0.009336731548186246
750018,0.14792408062469634
750019,0.2094920284333477
750020,0.0969289131740362
750021,0.28897159391581356
750022,2.2654683131019553e-05
750023,0.00023728480045014447
750024,0.00014427082870620132
750025,0.00011102448325078809
750026,0.34803162019217326
750027,0.00019408166989544
750028,0.19649498137897597
750029,0.9405457484159264
750030,0.30586521852116444
750031,0.0004116860907785679
750032,0.00013030969437459298
750033,0.0027898738427870177
750034,0.8790465305000525
750035,0.001072228910831109
750036,3.870507088552616e-05
750037,0.0006075358793983727
750038,0.00019049482307517045
750039,0.0006196581060795178
750040,0.15705100572208722
750041,0.0006663970647319787
750042,0.00018768389145466203
750043,0.00018630591657295108
750044,0.009749806917358703
750045,0.029642307155755845
750046,0.0007603829894263209
750047,0.00111398387430951
750048,0.932056400577832
750049,0.0988557769703982
750050,0.0001048821708562583
750051,0.0002855219443512917
750052,0.7032261411268481
750053,0.006430697072524839
750054,0.0006056927925797993
750055,2.7194818192660532e-05
750056,0.025388374125656088
750057,1.054282296740326e-05
750058,0.00011627377505086763
750059,0.007041648556161359
750060,0.13798437718713133
750061,1.8358021955789782e-05
750062,0.0003068945403559509
750063,0.12887119616370696
750064,0.00018864657756885396
750065,0.000525767163485721
750066,0.0012978783277434972
750067,0.9703160124669411
750068,6.468960389912773e-05
750069,0.0003196031742402973
750070,0.0006785333489792337
750071,0.996639266257797
750072,0.0003992401537620529
750073,0.6923618629359953
750074,0.0003973720883481316
750075,0.00012293707128287128
750076,0.00042032065191115723
750077,0.0004299667896977776
750078,4.299623630500312e-05
750079,0.0006044193025460588
750080,0.00048492441643184975
750081,0.08399918087412947
750082,0.09817250575815209
750083,1.3606676442363821e-05
750084,0.0011971241834072908
750085,8.428250737347154e-05
750086,0.001962151223693255
750087,0.33504505791398786
750088,0.026895325483073586
750089,0.5965039463136191
750090,0.00489997348854294
750091,0.10864140733675592
750092,0.004463397204486726
750093,0.004644243525129566
750094,0.09198512337851107
750095,0.8465680273793642
750096,0.00014221762021786216
750097,0.0007271892245769916
750098,0.0014045338111438044
750099,0.0002515800769543726
750100,0.0038879476532815826
750101,0.10074816463442034
750102,0.00013501087343309101
750103,0.0007914006560845209
750104,2.4809386717178993e-05
750105,0.00029075274202420865
750106,0.0007842745744310034
750107,8.445775472798315e-05
750108,0.757373677452851
750109,0.0011867174096591702
750110,0.0004543769117490256
750111,0.06263431060352133
750112,0.0002432121974941844
750113,4.553452053053725e-05
750114,0.41090668529285296
750115,0.005707044138312512
750116,0.0017943142781780153
750117,0.09701566355170262
750118,0.0002531089446725398
750119,0.6398294045014213
750120,0.07143021273646477
750121,4.387940425284987e-05
750122,0.2621829103889776
750123,0.0002950765220569958
750124,0.00021967159911607568
750125,0.003791313810699469
750126,0.00011674633424279484
750127,0.11059557825263093
750128,0.007352327491140565
750129,0.17680672233852845
750130,0.06780664365410646
750131,0.0014315334355004437
750132,1.8958159485048866e-05
750133,0.00029295608569825023
750134,0.010613639645847422
750135,0.8434363252190523
750136,0.013207590303969096
750137,1.323630244533473e-05
750138,0.00745770060479246
750139,0.00026145243206622467
750140,0.0002164315810710314
750141,4.143794318943788e-05
750142,0.2507809037285038
750143,0.0005424791533046639
750144,0.03055678373173924
750145,0.0002320027340800271
750146,0.6417412484230242
750147,0.0014250004987436892
750148,0.00023928508633239295
750149,0.027074327505084133
750150,0.0035879882962660185
750151,0.9003979875568806
750152,0.00010627183096823286
750153,0.031646206615985974
750154,0.4905049197790242
750155,0.779497444630736
750156,0.001833580571533841
750157,0.0006310198239364823
750158,1.7049207911415026e-05
750159,0.0049475973038546305
750160,0.006157684103393375
750161,0.00040111919036846873
750162,0.00010315922201049304
750163,0.06024427326951784
750164,0.08985447691378057
750165,0.008791690482555535
750166,0.031278137683572314
750167,0.0001448936400104782
750168,0.06305691415656867
750169,4.577068054751777e-05
750170,0.00025266447621804736
750171,0.9214667021773625
750172,8.330737955679609e-05
750173,0.15724730085185482
750174,0.7516948932364385
750175,0.012296884145806677
750176,0.00021406630302512318
750177,0.031818987957232855
750178,0.00028352729270413507
750179,0.8360388079213846
750180,0.7447683641244924
750181,0.000806640537067738
750182,0.004382943787447049
750183,0.0007382014863807927
750184,2.3018061623005844e-05
750185,0.00016141301711510445
750186,0.4004042190272141
750187,8.550033133897147e-05
750188,6.989806771022541e-05
750189,0.001045968634954438
750190,0.5523379986386094
750191,0.00010868347070050614
750192,0.00024633125681249333
750193,0.0007069302061769332
750194,0.0009646697948642906
750195,2.586030825631803e-05
750196,0.69219538577288
750197,0.0005788997373321359
750198,0.01955308987609681
750199,0.1080560567018877
750200,0.002823748944586226
750201,4.977784814568874e-05
750202,0.012840924853185096
750203,0.00789702245477823
750204,0.7675808809711957
750205,0.00011155695878102528
750206,0.00011891770718060383
750207,1.000356842151354e-05
750208,8.951126785670953e-05
750209,0.0008486149484324239
750210,0.0014000095786456251
750211,0.00022788172546923382
750212,0.00011175937442413717
750213,0.0002078282196402319
750214,6.149914748941195e-05
750215,0.002374911020964679
750216,0.0003854439762877585
750217,0.0008140908413084914
750218,0.0015590184947841324
750219,0.7432999386426
750220,0.8257635138378676
750221,0.0005167247438647013
750222,0.0002283010830753469
750223,0.9425220716126246
750224,0.003905161573113245
750225,0.0028007571794714647
750226,0.002690979300712738
750227,7.864754683319832e-05
750228,0.0015077733907500625
750229,0.3650352081146928
750230,0.7216662669428007
750231,0.0035944435957503654
750232,0.00022163495786666686
750233,0.0003333622416594519
750234,0.15971147959375429
750235,0.48738090691123526
750236,0.0006889049353973788
750237,0.6506874939889525
750238,0.09070120934672422
750239,0.8905477066504418
750240,0.6031830578546102
750241,0.3857128587727812
750242,0.00022306913134067716
750243,0.0003750800720561627
750244,0.021401360426038504
750245,0.0020759116153092265
750246,0.005168347324766257
750247,0.0009698395749812909
750248,0.23445444944547528
750249,0.1571859476227257
750250,9.128786332444669e-05
750251,0.1395556966797803
750252,0.7700736976222273
750253,0.19939200547729657
750254,0.0010081753861171212
750255,0.0007291532640717915
750256,0.9111726720978058
750257,0.0003965478530420112
750258,0.00010158797506210652
750259,0.19059011801566303
750260,0.061848532959410334
750261,0.009147550100989787
750262,4.005011863025488e-05
750263,0.0001975345660270974
750264,4.910326756121605e-05
750265,0.0002252656090254967
750266,0.006492724985125737
750267,0.0001622062498216848
750268,0.051587170009557
750269,0.005653002282155678
750270,0.00019835560810258716
750271,4.348477467165838e-05
750272,0.6933590604966763
750273,0.00011977837337637724
750274,0.0009376547085883228
750275,0.0021888048193510136
750276,0.0008246294222700207
750277,0.013222303945620472
750278,0.5997868903877808
750279,0.0001226236565796853
750280,0.002051165149298807
750281,0.019731834116167475
750282,0.03390753220431891
750283,0.9880007810999021
750284,1.9817636760276082e-05
750285,0.017614371215198266
750286,0.00012598403782060994
750287,0.3186342329236746
750288,6.402449459672635e-05
750289,0.0013141334943342121
750290,8.451161026061768e-05
750291,0.001717921144739517
750292,7.952856565309298e-05
750293,0.006123750729172839
750294,0.00011087221972058354
750295,0.00024823809153315217
750296,3.6770278102805204e-05
750297,0.9809032036354779
750298,0.3653757602455055
750299,0.0023923575701441245
750300,0.00031929532305150974
750301,0.0003430814222509435
750302,0.013323377913673955
750303,0.21723592630667515
750304,0.0012835327109725742
750305,0.039406229770259565
750306,3.099693393950514e-05
750307,0.000552084427119236
750308,0.0011755000625131274
750309,0.0019515001816224026
750310,0.0005604458058987687
750311,5.2525831756576546e-05
750312,0.018418631700367418
750313,0.0003250767534385186
750314,0.659644208191418
750315,0.056953649369756956
750316,0.0029141135709518954
750317,1.8086929587817837e-05
750318,0.0005433945012472618
750319,7.911115694128e-05
750320,0.34502789157727604
750321,0.00184372194095367
750322,0.00040458023171440887
750323,0.0013701568714630428
750324,1.0161117185272072e-05
750325,9.722869889850947e-05
750326,6.060969493090627e-05
750327,0.00024891386916247584
750328,0.00021245895332463216
750329,2.2340665122957656e-05
750330,0.0006338708098162369
750331,0.9754603066747158
750332,2.76527891240302e-05
750333,0.0012320584783293482
750334,2.135376846966244e-05
750335,4.229611214594611e-05
750336,1.7130150310549543e-05
750337,0.001270213902044898
750338,0.00017351581619659816
750339,0.00020275959773836542
750340,0.0034501550991150078
750341,0.00029725687508280914
750342,0.004357474396356596
750343,0.0002200355327769449
750344,0.00704248448138147
750345,0.00021827598006190802
750346,0.16164194987563485
750347,0.810246579897679
750348,0.00011286820297606294
750349,0.7406774910100555
750350,0.000258450049477745
750351,0.000806172066797237
750352,0.00016065100352868227
750353,0.0002857553702229694
750354,0.0007965251178590416
750355,0.00027258603886651787
750356,0.019531047391899353
750357,0.0007154277015862188
750358,0.5898378683983097
750359,0.044198564459935065
750360,0.49283924853768935
750361,0.16996224984974478
750362,4.605691166819396e-05
